p,Lx=100,Lx=200,Lx=500,Lx=1000,Lx=2000,Lx=5000,Lx=10000,Ly=100,Ly=200,Ly=500,Ly=1000,Ly=2000,Ly=5000,Ly=10000
0.74549,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.74749,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.7495,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.7515,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.75351,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.75551,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.75752,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.75952,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.76152,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.76353,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.76553,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.76754,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.76954,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.77154,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.77355,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.77555,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.77756,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.77956,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.78156,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.78357,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.78557,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.78758,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.78958,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.79158,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.79359,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.79559,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.7976,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.7996,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.8016,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.80361,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.80561,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.80762,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.80962,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.81162,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.81363,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.81563,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.81764,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.81964,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.82164,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.82365,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.82565,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.82766,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.82966,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.83166,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.83367,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.83567,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.83768,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.83968,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.84168,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.84369,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.84569,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.8477,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.8497,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.8517,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.85371,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.85571,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.85772,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.85972,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.86172,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.86373,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.86573,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.86774,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.86974,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.87174,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.87375,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.87575,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.87776,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.87976,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.88176,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.88377,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.88577,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.88778,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.88978,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.89178,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.89379,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.89579,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.8978,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.8998,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.9018,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.90381,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.90581,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.90782,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.90982,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.91182,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.91383,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.91583,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.91784,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.91984,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.92184,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.92385,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.92585,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.92786,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.92986,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.93186,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.93387,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.93587,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.93788,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.93988,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.94188,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.94389,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.94589,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.9479,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.9499,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.9519,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.95391,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.95591,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.95792,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.95992,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.96192,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.96393,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.96593,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.96794,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.96994,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.97194,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.97395,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.97595,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.97796,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.97996,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.98196,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.98397,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.98597,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.98798,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.98998,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.99198,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.99399,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.99599,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.998,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
